image_filename,pair_id,question_type,question_bn,answer_bn,infographic_type,cross_section,reads_bn,strategy,source_id
PA_0019.png,q6_mcq,mcq,"যেসব অর্থবছরে ১৫০ কোটি রুপির বেশি দেওয়া হয়েছে, তাদের মধ্যে দ্বিতীয় সর্বোচ্চ পরিমাণ কোন অর্থবছরে?
ক) ২০১৫-১৬
খ) ২০১৪-১৫
গ) ২০২০-২১
ঘ) ২০২৩-২৪",খ) ২০১৪-১৫,horizontal_bar_chart,False,"২০১৪-১৫ = ১৯৭.৮৫, ২০১৫-১৬ = ১৫৫.৬৮, ২০২০-২১ = ১৭৭.৯৮, ২০২১-২২ = ২১৯.৫৩, ২০২৩-২৪ = ১৫৭.৬৩ কোটি রুপি",filter_rank,q2_filter_rank1
PA_0041.png,q1,lookup,২০১৯ সালে ধর্ষণ মামলার সংখ্যা কত ছিল?,"৫,৮৭২",horizontal_bar_chart,False,"২০১৯: ধর্ষণ মামলা ৫,৮৭২",,
PA_0041.png,q2,multi_step_lookup,"যেসব বছরে অন্যান্য মামলার সংখ্যা ৭,০০০-এর বেশি ছিল, তার মধ্যে কোন বছরে সংখ্যা সর্বোচ্চ ছিল?",২০১৯,horizontal_bar_chart,False,"২০১৯: অন্যান্য মামলা ৭,৬৫৭; ২০২০: অন্যান্য মামলা ৭,১৯২",filter_rank,
PA_0041.png,q3,multi_step_lookup,"যেসব বছরে ধর্ষণ মামলার সংখ্যা ৬,০০০-এর বেশি ছিল, তার মধ্যে কোন বছরে সংখ্যা সর্বনিম্ন ছিল?",২০২১,horizontal_bar_chart,False,"২০২০: ধর্ষণ মামলা ৬,৫৫৫; ২০২১: ধর্ষণ মামলা ৬,৩৪১",filter_rank,
PA_0041.png,q4,reasoning,২০২০ সালে নারী ও শিশু নির্যাতন দমন আইনে মোট কতগুলো মামলা হয়েছিল?,"১৩,৭৪৭",horizontal_bar_chart,False,"২০২০: ধর্ষণ মামলা ৬,৫৫৫ + অন্যান্য মামলা ৭,১৯২ = ১৩,৭৪৭",,
PA_0041.png,q5,unanswerable,২০২২ সালে সম্পূর্ণ বছরে মোট কতগুলো ধর্ষণ মামলা হয়েছিল?,তথ্য নেই,horizontal_bar_chart,False,none,,
PA_0041.png,q2_mcq,mcq,"যেসব বছরে অন্যান্য মামলার সংখ্যা ৭,০০০-এর বেশি ছিল, তার মধ্যে কোন বছরে সংখ্যা সর্বোচ্চ ছিল?
ক) ২০১৮
খ) ২০১৯
গ) ২০২০
ঘ) ২০২১",খ) ২০১৯,horizontal_bar_chart,False,"২০১৯: অন্যান্য মামলা ৭,৬৫৭; ২০২০: অন্যান্য মামলা ৭,১৯২",filter_rank,q2
PA_0036.png,q1,lookup,২০২০ সালে বজ্রপাতে মোট কতজনের মৃত্যু হয়েছিল?,৩৮১,table,False,২০২০: মোট মৃত্যু ৩৮১,,
PA_0036.png,q2,multi_step_lookup,২০১০ থেকে ২০১৫ সালের মধ্যে কোন বছরে সর্বোচ্চ মোট মৃত্যু হয়েছিল?,২০১২,table,False,"২০১০: ১২৩, ২০১১: ১৭৯, ২০১২: ৩০১, ২০১৩: ২৮৫, ২০১৪: ২১০, ২০১৫: ২৭৪",filter_rank,
PA_0036.png,q3,multi_step_lookup,২০১০ থেকে ২০১৪ সালের মধ্যে কোন বছরে সর্বনিম্ন নারী মৃত্যু ছিল?,২০১০,table,False,"২০১০: নারী ২০, ২০১১: নারী ২৮, ২০১২: নারী ৫০, ২০১৩: নারী ৫৩, ২০১৪: নারী ২৮",filter_rank,
PA_0036.png,q4,reasoning,২০১৬ ও ২০১৭ সালে বজ্রপাতে মোট কতজন আহত হয়েছিল?,২৭০,table,False,"২০১৬: আহত ১৯৬, ২০১৭: আহত ৭৪, যোগফল = ২৭০",,
PA_0036.png,q5,unanswerable,২০২৩ সালে বজ্রপাতে মোট কতজনের মৃত্যু হয়েছিল?,তথ্য নেই,table,False,none,,
PA_0036.png,q6_mcq,mcq,"২০১০ থেকে ২০১৫ সালের মধ্যে কোন বছরে সর্বোচ্চ মোট মৃত্যু হয়েছিল?
ক) ২০১০
খ) ২০১৩
গ) ২০১২
ঘ) ২০১৫",গ) ২০১২,table,False,"২০১০: ১২৩, ২০১১: ১৭৯, ২০১২: ৩০১, ২০১৩: ২৮৫, ২০১৪: ২১০, ২০১৫: ২৭৪",filter_rank,q2
PA_0028.png,lookup1,lookup,কৃষিজীবী পেশার চেয়ারম্যানদের শতকরা হার কত?,৮.৬%,composite,False,কৃষিজীবী ৮.৬%,,
PA_0028.png,multi_filter1,multi_step_lookup,পেশাগুলোর মধ্যে দ্বিতীয় সর্বোচ্চ শতাংশ কোন পেশার?,কৃষিজীবী,composite,False,"ব্যবসায়ী ৭৬.১%, কৃষিজীবী ৮.৬%, শিক্ষক ৫.১%, অন্যান্য ৫.১%, আইনজীবী ৩.৬%, রাজনীতিবিদ ১.৫%",filter_rank,
PA_0028.png,multi_layout1,multi_step_lookup,সবচেয়ে বেশি সম্পদের তালিকায় দ্বিতীয় স্থানে কার নাম উল্লেখ আছে?,আনোয়ারুল ইসলাম,composite,False,"তালিকা: ১) কামরুজ্জামান ভূঞা, ২) আনোয়ারুল ইসলাম, ৩) আতাহার ইশরাক শাবাব চৌধুরী",layout_position,
PA_0028.png,reasoning1,reasoning,আনোয়ারুল ইসলামের জমি আরিফুল আলম চৌধুরীর জমির চেয়ে কত একর বেশি?,১১.৫৭ একর,composite,False,৫১.৬৭ একর - ৪০.১ একর = ১১.৫৭ একর,,
PA_0028.png,unanswerable1,unanswerable,কামরুজ্জামান ভূঞার মোট সম্পদের পরিমাণ কত টাকা?,তথ্য নেই,composite,False,none,,
PA_0028.png,mcq1,mcq,পেশাগুলোর মধ্যে দ্বিতীয় সর্বোচ্চ শতাংশ কোন পেশার?,গ) কৃষিজীবী,composite,False,"ব্যবসায়ী ৭৬.১%, কৃষিজীবী ৮.৬%, শিক্ষক ৫.১%, অন্যান্য ৫.১%, আইনজীবী ৩.৬%, রাজনীতিবিদ ১.৫%
ক) শিক্ষক
খ) ব্যবসায়ী
গ) কৃষিজীবী
ঘ) আইনজীবী",filter_rank,multi_filter1
PA_0029.png,q1,lookup,'মতামত প্রকাশের স্বাধীনতা নিশ্চিত করা' বিষয়ে 'ব্যর্থ' এর হার কত?,২৩.৩%,horizontal_bar_chart,False,মতামত প্রকাশের স্বাধীনতা নিশ্চিত করা: ব্যর্থ ২৩.৩%,,
PA_0029.png,q2,multi_step_lookup,"যেসব বিষয়ে 'নিশ্চিত নই' এর হার ১০%-এর বেশি, তাদের মধ্যে কোনটির 'সফল' হার সবচেয়ে বেশি?",অবাধ ও নিরপেক্ষ নির্বাচন ও সুষ্ঠু ভোটের পরিবেশ তৈরি করা,horizontal_bar_chart,False,"অবাধ ও নিরপেক্ষ নির্বাচন: নিশ্চিত নই ১৩.৮%, সফল ৬২.২%; নির্যাতন-নিপীড়নের বিচার: নিশ্চিত নই ১৭.৫%, সফল ৫৭.২%; লুটপাট বিচার: নিশ্চিত নই ২৪.১%, সফল ৫৪.৩%; পাচার টাকা ফেরত: নিশ্চিত নই ২২.৪%, সফল ৩৯.৭%",filter_rank,
PA_0029.png,q3,multi_step_lookup,তালিকায় উপর থেকে নিচের দিকে সাজানো ক্রমে 'কর্মসংস্থানের সুযোগ তৈরি করা' বিষয়টি কত নম্বর সারিতে আছে?,সপ্তম সারি,horizontal_bar_chart,False,"সারির ক্রম: ১.আইন-শৃঙ্খলা, ২.মতামত প্রকাশের স্বাধীনতা, ৩.দ্রব্যমূল্য নিয়ন্ত্রণ, ৪.নারীর নিরাপত্তা, ৫.নির্বাচন পরিবেশ, ৬.নির্যাতন-নিপীড়নের বিচার, ৭.কর্মসংস্থানের সুযোগ, ৮.লুটপাট বিচার, ৯.দুর্নীতি দমন, ১০.পাচার টাকা ফেরত",layout_position,
PA_0029.png,q4,reasoning,'দুর্নীতি দমন' বিষয়ে 'সফল' ও 'ব্যর্থ' শতাংশের মধ্যে পার্থক্য কত?,২.৩%,horizontal_bar_chart,False,"দুর্নীতি দমন: ব্যর্থ ৪৮.১%, সফল ৪৫.৮%; ৪৮.১-৪৫.৮=২.৩",,
PA_0029.png,q5,unanswerable,এই জনমত জরিপে মোট কতজন মানুষের মতামত সংগ্রহ করা হয়েছে?,তথ্য নেই,horizontal_bar_chart,False,none,,
PA_0029.png,q2_mcq,mcq,"যেসব বিষয়ে 'নিশ্চিত নই' এর হার ১০%-এর বেশি, তাদের মধ্যে কোনটির 'সফল' হার সবচেয়ে বেশি?
ক) বিগত আওয়ামী লীগ সরকারের সময়ে ঘটা নির্যাতন-নিপীড়নের বিচার
খ) আ.লীগ সরকারের সময় লুটপাট ও দুর্নীতিতে জড়িত ব্যক্তি ও প্রতিষ্ঠানের বিচার
গ) অবাধ ও নিরপেক্ষ নির্বাচন ও সুষ্ঠু ভোটের পরিবেশ তৈরি করা
ঘ) আ.লীগ সরকারের সময়ে পাচার হওয়া টাকা বিদেশ থেকে ফিরিয়ে আনা",গ) অবাধ ও নিরপেক্ষ নির্বাচন ও সুষ্ঠু ভোটের পরিবেশ তৈরি করা,horizontal_bar_chart,False,"অবাধ ও নিরপেক্ষ নির্বাচন: নিশ্চিত নই ১৩.৮%, সফল ৬২.২%; নির্যাতন-নিপীড়নের বিচার: নিশ্চিত নই ১৭.৫%, সফল ৫৭.২%; লুটপাট বিচার: নিশ্চিত নই ২৪.১%, সফল ৫৪.৩%; পাচার টাকা ফেরত: নিশ্চিত নই ২২.৪%, সফল ৩৯.৭%",filter_rank,q2
PA_0008.png,q1,lookup,রাশিয়ার প্রাকৃতিক গ্যাস রপ্তানিতে জার্মানির অংশ কত শতাংশ?,১৪.৫৬%,pie_chart,False,জার্মানি (গ্যাস) ১৪.৫৬%,,
PA_0008.png,q2,multi_step_lookup,গ্যাস রপ্তানির তালিকায় নির্দিষ্ট নামের দেশগুলোর (অন্যান্য দেশ বাদে) মধ্যে সবচেয়ে কম শতাংশ কোন দেশের?,চীন,pie_chart,False,"জার্মানি ১৪.৫৬%, ইতালি ১১.৬৫%, ফ্রান্স ৭.৭৭%, বেলারুশ ৭.৭৭%, তুরস্ক ৫.৮৩%, চীন ৪.৮৫%",filter_rank,
PA_0008.png,q3,multi_step_lookup,জ্বালানি তেলের পাই চার্টে চীনের ঠিক পরে (ঘড়ির কাঁটার দিকে) কোন দেশের অংশ দেখানো হয়েছে?,নেদারল্যান্ডস,pie_chart,False,তেল চার্টে চীন ৩০.৬৯% এর পরের অংশ নেদারল্যান্ডস ১০.৮৯%,layout_position,
PA_0008.png,q4,reasoning,গ্যাস ও জ্বালানি তেল রপ্তানিতে জার্মানির মোট অংশ (দুই খাত মিলিয়ে) কত শতাংশ?,২৫.৪৫%,pie_chart,True,গ্যাসে জার্মানি ১৪.৫৬% + তেলে জার্মানি ১০.৮৯% = ২৫.৪৫%,,
PA_0008.png,q5,unanswerable,রাশিয়ার গ্যাস রপ্তানি থেকে মোট আয় কত ডলার?,তথ্য নেই,pie_chart,False,none,,
PA_0008.png,q6,mcq,গ্যাস রপ্তানির তালিকায় নির্দিষ্ট নামের দেশগুলোর (অন্যান্য দেশ বাদে) মধ্যে সবচেয়ে কম শতাংশ কোন দেশের?,ক) চীন ৪.৮৫%,pie_chart,False,"জার্মানি ১৪.৫৬%, ইতালি ১১.৬৫%, ফ্রান্স ৭.৭৭%, বেলারুশ ৭.৭৭%, তুরস্ক ৫.৮৩%, চীন ৪.৮৫%",filter_rank,q2
PA_0040.png,q1,lookup,২০২০-২১ অর্থবছরে বাংলাদেশের আমদানির পরিমাণ কত কোটি টন ছিল?,১২.২৭ কোটি টন,composite,False,২০২০-২১: ১২.২৭ কোটি টন,,
PA_0040.png,q2,multi_step_lookup,"ব্যয় বৃদ্ধির হার বিবেচনায়, কোন খাতের ব্যয় বৃদ্ধির হার সর্বোচ্চ?",মূলধনী যন্ত্র,composite,False,"পোশাক: ৮০%, তুলা: ৫০%, রিফাইনার: ১৬%, পুরোনো জাহাজ: ৩২%, মূলধনী যন্ত্র: ৮২%",filter_rank,
PA_0040.png,q3,multi_step_lookup,খাতের তালিকায় উপর থেকে তৃতীয় সারিতে কোন খাতের তথ্য দেখানো হয়েছে?,রিফাইনার,composite,False,"খাতের ক্রম: পোশাক, তুলা, রিফাইনার, পুরোনো জাহাজ, মূলধনী যন্ত্র",layout_position,
PA_0040.png,q4,reasoning,গত বছরের তুলনায় মোট আমদানি ব্যয় কত কোটি ডলার বেড়েছে?,"২,১২১ কোটি ডলার",composite,False,"২০২০-২১: ৫,২২২ কোটি ডলার, ২০২১-২২: ৭,৩৪৩ কোটি ডলার, বিয়োগ",,
PA_0040.png,q5,unanswerable,রিফাইনার খাতে ২০২০-২১ সালে আমদানির পরিমাণ কত কোটি টন ছিল?,তথ্য নেই,composite,False,none,,
PA_0040.png,q6,mcq,"ব্যয় বৃদ্ধির হার বিবেচনায়, কোন খাতের ব্যয় বৃদ্ধির হার সর্বোচ্চ?
ক) পোশাক
খ) মূলধনী যন্ত্র
গ) তুলা
ঘ) পুরোনো জাহাজ",খ) মূলধনী যন্ত্র,composite,False,"পোশাক: ৮০%, তুলা: ৫০%, রিফাইনার: ১৬%, পুরোনো জাহাজ: ৩২%, মূলধনী যন্ত্র: ৮২%",filter_rank,q2
PA_0014.png,lookup1,lookup,ফখর উদ্দিন আহমেদের সম্পদমূল্য কত কোটি টাকা?,২৯৯ কোটি টাকা,table,False,ফখর উদ্দিন আহমেদ: ২৯৯ কোটি টাকা,,
PA_0014.png,multi_a,multi_step_lookup,স্বতন্ত্র প্রার্থীদের মধ্যে সম্পদমূল্যে দ্বিতীয় স্থানে কে আছেন?,এম এ এইচ সেলিম,table,False,"সালাউদ্দিন আলমগীর ২৮৩, এম এ এইচ সেলিম ২৬২, মোহাম্মদ ফজলুল আজিম ১৯০ - দল স্বতন্ত্র",filter_rank,
PA_0014.png,multi_b,multi_step_lookup,বিএনপির প্রার্থীদের মধ্যে সম্পদমূল্যে তৃতীয় স্থানে কে আছেন?,ফখর উদ্দিন আহমেদ,table,False,"আব্দুল আউয়াল মিন্টু ৬০৭, আসলাম চৌধুরী ৪৭৪, ফখর উদ্দিন আহমেদ ২৯৯ - দল বিএনপি",filter_rank,
PA_0014.png,reasoning1,reasoning,স্বতন্ত্র প্রার্থীদের মোট সম্পদমূল্য কত কোটি টাকা?,৭৩৫ কোটি টাকা,table,False,২৮৩+২৬২+১৯০ যোগ,,
PA_0014.png,unanswerable1,unanswerable,আব্দুল আউয়াল মিন্টু কোন নির্বাচনী এলাকায় প্রতিদ্বন্দ্বিতা করছেন?,তথ্য নেই,table,False,none,,
PA_0014.png,mcq1,mcq,"স্বতন্ত্র প্রার্থীদের মধ্যে সম্পদমূল্যে দ্বিতীয় স্থানে কে আছেন?
ক) সালাউদ্দিন আলমগীর
খ) এম এ এইচ সেলিম
গ) মোহাম্মদ ফজলুল আজিম
ঘ) ফখর উদ্দিন আহমেদ",খ) এম এ এইচ সেলিম,table,False,"সালাউদ্দিন আলমগীর ২৮৩, এম এ এইচ সেলিম ২৬২, মোহাম্মদ ফজলুল আজিম ১৯০ - দল স্বতন্ত্র",filter_rank,multi_a
PA_0016.png,pie_lookup,lookup,বাংলাদেশে জাপানি কোম্পানিগুলোর মধ্যে আয়-ব্যয় সমান আছে এমন কোম্পানির হার কত?,২৯.৫%,composite,False,আয়-ব্যয় সমান = ২৯.৫% (নিকটবর্তী মান: লোকসানের আশঙ্কা = ২০.৫%),,
PA_0016.png,filter_rank1,multi_step_lookup,সুবিধার তালিকায় উল্লেখিত বিষয়গুলোর মধ্যে সবচেয়ে কম শতাংশযুক্ত বিষয়টি কী?,দক্ষ কর্মী বা ব্যবস্থাপক পাওয়া যায়,composite,False,"কম শ্রম খরচ ৭৭.৮%, বড় বাজার ও প্রবৃদ্ধির সম্ভাবনা ৫৬.৬%, স্থানীয় কর্মী নিয়োগ সহজ ২৮.৩%, ভাষা ও যোগাযোগের সমস্যা কম ২৬.৮%, দক্ষ কর্মী বা ব্যবস্থাপক পাওয়া যায় ১৭.০%",filter_rank,
PA_0016.png,layout_pos1,multi_step_lookup,ঝুঁকির তালিকায় ৬৬.৯% শতাংশযুক্ত তিনটি বিষয়ের মধ্যে কোনটি তালিকার সবচেয়ে নিচে আছে?,অনুমত আইন ব্যবস্থা,composite,False,"স্থানীয় সরকারের অস্পষ্ট নীতিমালা ৬৬.৯% (উপরে), অনুমোদন পেতে দীর্ঘ প্রক্রিয়া ৬৬.৯% (মাঝে), অনুমত আইন ব্যবস্থা ৬৬.৯% (সর্বনিচে)",layout_position,
PA_0016.png,reasoning1,reasoning,"যে জাপানি কোম্পানিগুলো লোকসানের আশঙ্কায় নেই, তাদের মোট হার কত?",৭৯.৫%,composite,False,মোট ১০০% - লোকসানের আশঙ্কা ২০.৫% = ৭৯.৫%,,
PA_0016.png,unanswerable1,unanswerable,২০২৪ সালে বাংলাদেশে জাপানি কোম্পানির লোকসানের আশঙ্কার হার কত ছিল?,তথ্য নেই,composite,False,none,,
PA_0016.png,mcq1,mcq,"সুবিধার তালিকায় উল্লেখিত বিষয়গুলোর মধ্যে সবচেয়ে কম শতাংশযুক্ত বিষয়টি কী?
ক) কম শ্রম খরচ
খ) দক্ষ কর্মী বা ব্যবস্থাপক পাওয়া যায়
গ) স্থানীয় কর্মী নিয়োগ সহজ
ঘ) ভাষা ও যোগাযোগের সমস্যা কম",খ) দক্ষ কর্মী বা ব্যবস্থাপক পাওয়া যায়,composite,False,"কম শ্রম খরচ ৭৭.৮%, বড় বাজার ও প্রবৃদ্ধির সম্ভাবনা ৫৬.৬%, স্থানীয় কর্মী নিয়োগ সহজ ২৮.৩%, ভাষা ও যোগাযোগের সমস্যা কম ২৬.৮%, দক্ষ কর্মী বা ব্যবস্থাপক পাওয়া যায় ১৭.০%",filter_rank,filter_rank1
PA_0005.png,lu1,lookup,এনসিপির ভোটের হার কত?,৩.০৫%,pie_chart,False,এনসিপি: ৩.০৫%,,
PA_0005.png,ml1,multi_step_lookup,"যে দলগুলোর ভোটের হার ৩ শতাংশের কম, তাদের মধ্যে দ্বিতীয় সর্বোচ্চ ভোটের হার কোন দলের?",বাংলাদেশ খেলাফত মজলিস,pie_chart,False,"ইসলামী আন্দোলন: ২.৭০%, বাংলাদেশ খেলাফত মজলিস: ২.০৯%, জাতীয় পার্টি (জাপা): ০.৮৯%",filter_rank,
PA_0005.png,ml2,multi_step_lookup,"যে দলগুলোর ভোটের হার ২ শতাংশের বেশি, তাদের মধ্যে সর্বনিম্ন ভোটের হার কোন দলের?",বাংলাদেশ খেলাফত মজলিস,pie_chart,False,"বিএনপি: ৪৯.৯৭%, জামায়াতে ইসলামী: ৩১.৭৬%, এনসিপি: ৩.০৫%, ইসলামী আন্দোলন: ২.৭০%, বাংলাদেশ খেলাফত মজলিস: ২.০৯%",layout_position,
PA_0005.png,mcq1,mcq,"যে দলগুলোর ভোটের হার ৩ শতাংশের কম, তাদের মধ্যে দ্বিতীয় সর্বোচ্চ ভোটের হার কোন দলের?
ক) ইসলামী আন্দোলন
খ) বাংলাদেশ খেলাফত মজলিস
গ) জাতীয় পার্টি (জাপা)
ঘ) এনসিপি",খ) বাংলাদেশ খেলাফত মজলিস,pie_chart,False,"ইসলামী আন্দোলন: ২.৭০%, বাংলাদেশ খেলাফত মজলিস: ২.০৯%, জাতীয় পার্টি (জাপা): ০.৮৯%",filter_rank,ml1
PA_0005.png,rs1,reasoning,এনসিপি ও ইসলামী আন্দোলনের ভোটের হার একসাথে কত শতাংশ হবে?,৫.৭৫%,pie_chart,False,এনসিপি: ৩.০৫% + ইসলামী আন্দোলন: ২.৭০% = ৫.৭৫%,,
PA_0005.png,ua1,unanswerable,এই নির্বাচনে মোট কতজন ভোটার তাদের ভোট প্রদান করেছেন?,তথ্য নেই,pie_chart,False,none,,
PA_0022.png,lookup1,lookup,মাইক্রোসফটের বাজার মূলধন কত ট্রিলিয়ন ডলার?,৪.২০ ট্রিলিয়ন ডলার,horizontal_bar_chart,False,মাইক্রোসফট: ৪.২০,,
PA_0022.png,ms1,multi_step_lookup,"যেসব কোম্পানির বাজার মূলধন ২ ট্রিলিয়ন ডলারের কম, তাদের মধ্যে কোনটির মূলধন সর্বোচ্চ?",মেটা (ফেসবুক),horizontal_bar_chart,False,"মেটা: ১.৮৮, ব্রডকম: ১.৭৬, আরামকো: ১.৬৭, টিএসএমসি: ১.৫৬, টেসলা: ১.৫৩",filter_rank,
PA_0022.png,ms2,multi_step_lookup,"যেসব কোম্পানির বাজার মূলধন ৩ ট্রিলিয়ন ডলারের বেশি, তাদের মধ্যে কোনটির মূলধন সর্বনিম্ন?",অ্যালফাবেট,horizontal_bar_chart,False,"এনভিডিয়া: ৪.৮৯, মাইক্রোসফট: ৪.২০, অ্যাপল: ৩.৯৯, অ্যালফাবেট: ৩.২৩",filter_rank,
PA_0022.png,reasoning1,reasoning,এনভিডিয়া এবং টেসলার বাজার মূলধনের পার্থক্য কত ট্রিলিয়ন ডলার?,৩.৩৬ ট্রিলিয়ন ডলার,horizontal_bar_chart,False,"এনভিডিয়া: ৪.৮৯, টেসলা: ১.৫৩, বিয়োগ",,
PA_0022.png,unanswerable1,unanswerable,২০২৪ সালে এই কোম্পানিগুলোর বাজার মূলধন কত ছিল?,তথ্য নেই,horizontal_bar_chart,False,none,,
PA_0022.png,mcq1,mcq,"যেসব কোম্পানির বাজার মূলধন ২ ট্রিলিয়ন ডলারের কম, তাদের মধ্যে কোনটির মূলধন সর্বোচ্চ?
ক) ব্রডকম
খ) মেটা (ফেসবুক)
গ) আরামকো
ঘ) টিএসএমসি",খ) মেটা (ফেসবুক),horizontal_bar_chart,False,"মেটা: ১.৮৮, ব্রডকম: ১.৭৬, আরামকো: ১.৬৭, টিএসএমসি: ১.৫৬",filter_rank,ms1
PA_0033.png,L1,lookup,বর্তমান সময়ে (১৯৮৫-২০১৪) সারা দেশে গড়ে কত দিন শৈত্যপ্রবাহ থাকে?,৮.১ দিন,composite,False,"৮.১ দিন (বর্তমান, ১৯৮৫-২০১৪)",,
PA_0033.png,M1a,multi_step_lookup,"বর্তমান, মধ্য-শতাব্দী ও শতাব্দী-শেষ - এই তিন সময়ের মধ্যে কোন সময়ে শৈত্যপ্রবাহের দিন সংখ্যা সবচেয়ে কম?",শতাব্দী-শেষ (২০৭১-২১০০),composite,False,"বর্তমান ৮.১ দিন, মধ্য-শতাব্দী ১.৯ দিন, শতাব্দী-শেষ ০.৬ দিন",filter_rank,
PA_0033.png,M1b,multi_step_lookup,সবচেয়ে বেশি শীতপ্রবণ জেলাগুলোর তালিকায় তৃতীয় স্থানে কোন জেলার নাম উল্লেখ আছে?,মৌলভীবাজার,composite,False,"পঞ্চগড়, ঠাকুরগাঁও, মৌলভীবাজার, হবিগঞ্জ - তালিকার ক্রম",layout_position,
PA_0033.png,R1,reasoning,শতাব্দীর শেষে শীতকালের প্রত্যাশিত গড় তাপমাত্রা কত সেলসিয়াস হতে পারে?,২৩.৫° সেলসিয়াস,composite,False,২০.১° সেলসিয়াস (বর্তমান গড় তাপমাত্রা) + ৩.৪° সেলসিয়াস (বৃদ্ধি) = ২৩.৫° সেলসিয়াস,,
PA_0033.png,U1,unanswerable,মধ্য-শতাব্দীতে (২০৪১-২০৭০) শীতকালের গড় তাপমাত্রা কত সেলসিয়াস হবে?,তথ্য নেই,composite,False,none,,
PA_0033.png,MCQ1,mcq,"বর্তমান, মধ্য-শতাব্দী ও শতাব্দী-শেষ - এই তিন সময়ের মধ্যে কোন সময়ে শৈত্যপ্রবাহের দিন সংখ্যা সবচেয়ে কম?
ক) মধ্য-শতাব্দী (২০৪১-২০৭০)
খ) শতাব্দী-শেষ (২০৭১-২১০০)
গ) বর্তমান (১৯৮৫-২০১৪)
ঘ) সবগুলো সমান",খ) শতাব্দী-শেষ (২০৭১-২১০০),composite,False,"বর্তমান ৮.১ দিন, মধ্য-শতাব্দী ১.৯ দিন, শতাব্দী-শেষ ০.৬ দিন",filter_rank,M1a
PA_0003.png,lookup1,lookup,দেশে কতটি গ্যাসক্ষেত্রে উত্তোলনযোগ্য গ্যাস শেষ হয়ে গেছে?,৫টি,composite,False,উত্তোলনযোগ্য গ্যাস শেষ: ৫টি,,
PA_0003.png,ms1,multi_step_lookup,সর্বোচ্চ উত্তোলন হওয়া তিনটি অর্থবছরের মধ্যে সবচেয়ে কম উত্তোলন কোন অর্থবছরে হয়েছিল?,২০১৯-২০,composite,False,"৭৫,৩০০ (২০১৭-১৮), ৭২,৯০০ (২০১৮-১৯), ৭০,৪৫০ (২০১৯-২০)",filter_rank,
PA_0003.png,ms2,multi_step_lookup,গ্যাসক্ষেত্রের তথ্য সারণির সবচেয়ে নিচের সারিতে কোন তথ্য দেখানো হয়েছে?,উত্তোলনযোগ্য গ্যাস শেষ (৫টি),composite,False,"সারণির সারিক্রম: মোট গ্যাসক্ষেত্র ২৯টি, উৎপাদনে আছে ২০টি, উত্তোলন শুরু হয়নি ৪টি, উত্তোলনযোগ্য গ্যাস শেষ ৫টি",layout_position,
PA_0003.png,reasoning1,reasoning,দেশের মোট গ্যাসক্ষেত্রের মধ্যে কতটি ক্ষেত্র বর্তমানে উৎপাদনে নেই?,৯টি,composite,False,২৯ (মোট গ্যাসক্ষেত্র) - ২০ (উৎপাদনে আছে) = ৯,,
PA_0003.png,unanswerable1,unanswerable,২০২২-২৩ অর্থবছরে দেশের খনি থেকে কত পরিমাণ গ্যাস উত্তোলন হয়েছিল?,তথ্য নেই,composite,False,none,,
PA_0003.png,mcq1,mcq,সর্বোচ্চ উত্তোলন হওয়া তিনটি অর্থবছরের মধ্যে সবচেয়ে কম উত্তোলন কোন অর্থবছরে হয়েছিল?,গ) ২০১৯-২০,composite,False,"৭৫,৩০০ (২০১৭-১৮), ৭২,৯০০ (২০১৮-১৯), ৭০,৪৫০ (২০১৯-২০)",filter_rank,ms1
PA_0017.png,q1,lookup,জুলাই ২০২৫ সালে কতজনকে সীমান্ত থেকে ঠেলে পাঠানো হয়েছে?,৩২৭ জন,horizontal_bar_chart,False,জুলাই '২৫: ৩২৭,,
PA_0017.png,q2,multi_step_lookup,"১০০ জনের কম যাদের ঠেলে পাঠানো হয়েছে, এমন মাসগুলোর মধ্যে সর্বোচ্চ সংখ্যা কত?",৮৫ জন (ডিসেম্বর),horizontal_bar_chart,False,"সেপ্টেম্বর '২৫: ৮৩, অক্টোবর '২৫: ২৫, নভেম্বর '২৫: ১, ডিসেম্বর '২৫: ৮৫, জানুয়ারি '২৬: ১৭",filter_rank,
PA_0017.png,q3,multi_step_lookup,সবচেয়ে বেশি সংখ্যক মানুষ ঠেলে পাঠানো শীর্ষ তিন মাসের মধ্যে সর্বনিম্ন সংখ্যা কত?,৩২৭ জন (জুলাই),horizontal_bar_chart,False,"মে '২৫: ১,১৩৬; জুন '২৫: ৫৫৩; জুলাই '২৫: ৩২৭",filter_rank,
PA_0017.png,q4,reasoning,"সব মাস মিলিয়ে মোট যত জনকে ঠেলে পাঠানো হয়েছে, তার মধ্যে মে মাসের অংশ কত শতাংশ?",প্রায় ৪৫.৮%,horizontal_bar_chart,True,"মে '২৫: ১,১৩৬; মোট: ২,৪৭৯ জন; ভাগ = (১,১৩৬ ÷ ২,৪৭৯) × ১০০",,
PA_0017.png,q5,unanswerable,ফেব্রুয়ারি ২০২৬ সালে কতজনকে সীমান্ত থেকে ঠেলে পাঠানো হয়েছে?,তথ্য নেই,horizontal_bar_chart,False,none,,
